tenure,monthly_charges,total_charges,contract,internet_service,senior_citizen,paperless_billing,payment_method,churn
4,90.6,395.24,2,0,1,1,2,1
20,78.97,1576.67,2,1,0,1,1,0
70,110.56,7696.26,0,1,0,0,3,1
66,23.05,1407.54,0,0,0,1,1,0
46,33.68,1550.57,1,0,0,0,0,0
34,97.71,3483.49,2,2,1,1,0,0
67,54.21,3449.05,2,1,0,1,0,0
68,29.95,1983.2,2,1,0,1,3,0
0,118.64,0.0,1,1,0,1,0,1
67,97.51,6343.81,1,1,0,1,0,0
11,59.28,699.2,0,1,0,1,2,1
59,101.16,5654.57,0,2,0,1,2,1
26,86.74,2043.04,1,0,1,0,3,0
55,97.79,5417.41,2,0,0,1,0,0
22,100.34,2242.58,2,1,0,1,2,0
24,26.56,615.63,0,2,0,1,0,1
20,80.92,1664.22,2,0,0,1,0,0
60,18.69,1017.76,2,1,1,1,1,0
62,22.39,1343.92,1,1,0,1,0,0
51,109.3,5178.05,0,1,0,0,1,1
24,71.28,1618.27,1,0,0,1,2,0
54,92.33,4868.69,1,0,0,1,0,0
45,102.69,4614.96,1,0,0,1,1,0
31,113.91,3243.91,1,0,0,1,1,0
54,105.8,5257.65,2,0,0,1,2,0
4,66.81,276.54,0,1,1,1,1,1
35,51.93,1782.7,0,2,0,1,0,0
48,33.6,1508.46,1,1,0,1,0,0
57,58.43,3153.94,0,1,0,1,1,1
38,55.02,2182.78,2,1,0,1,0,0
60,74.52,4070.36,0,0,0,1,0,1
8,85.22,682.95,0,0,1,1,3,1
5,116.81,567.73,2,1,0,0,1,1
34,91.57,3307.12,0,1,0,1,2,1
38,83.02,3337.8,2,2,0,0,2,0
21,51.84,1129.83,1,1,0,1,0,0
40,21.48,839.4,0,1,1,0,1,1
4,47.1,193.34,2,1,0,0,0,1
41,95.61,4029.65,0,1,0,1,0,1
66,38.73,2470.39,0,1,0,1,1,1
29,89.93,2806.16,0,1,0,1,2,1
56,76.56,4703.11,0,2,1,0,3,0
28,35.36,953.34,2,1,0,1,3,0
36,44.42,1695.46,2,1,0,1,0,0
12,68.13,817.71,0,2,0,1,3,0
31,60.26,1854.48,1,1,0,1,2,0
45,96.63,4249.7,2,1,0,0,0,0
22,92.17,1943.4,2,1,0,1,1,1
44,76.03,3626.0,0,2,0,0,3,0
16,101.05,1694.67,2,1,0,1,1,0
65,74.83,4806.27,0,1,0,0,2,1
5,115.4,606.03,1,0,0,1,0,1
17,39.94,708.66,2,2,0,0,1,0
21,90.13,1804.66,0,1,0,0,0,1
32,55.36,1656.77,0,1,0,0,3,1
29,46.18,1429.3,0,2,0,1,0,0
31,36.22,1192.75,0,2,0,0,2,0
41,73.8,3326.48,0,2,0,1,0,0
9,39.76,323.44,1,0,0,1,0,0
35,38.24,1349.21,0,1,0,1,3,1
33,118.04,4052.16,0,1,0,1,2,1
27,98.98,2716.58,0,0,1,0,1,1
10,93.58,975.19,0,2,0,1,0,1
38,98.2,3460.88,0,2,0,1,0,1
46,115.86,4798.22,1,1,0,0,1,0
18,75.9,1255.0,0,0,0,1,2,0
14,40.24,549.85,2,0,0,0,1,0
27,105.08,2740.09,0,1,0,0,0,1
23,93.02,2299.49,2,0,0,0,0,0
71,59.85,3895.4,0,1,0,1,2,1
8,65.83,520.61,2,1,0,1,3,0
46,59.54,2989.62,1,2,0,1,2,0
32,111.92,3583.52,2,0,0,0,1,0
61,52.7,2978.36,1,1,0,0,2,0
18,115.31,1988.93,2,2,0,1,1,0
66,109.94,7440.04,1,1,0,1,3,0
39,81.68,2874.61,2,0,0,0,3,0
46,76.56,3851.47,2,0,0,0,1,0
64,55.38,3591.8,1,2,0,0,0,0
28,19.85,578.49,0,1,0,1,1,1
49,30.89,1513.3,0,2,0,1,1,1
12,94.18,1233.67,2,0,1,1,2,0
0,65.63,0.0,0,1,0,0,3,1
33,33.13,1128.71,1,1,1,0,2,0
47,44.66,2250.5,0,0,1,0,0,1
47,113.73,5731.84,0,2,0,1,0,1
48,55.08,2394.35,1,1,0,1,0,0
63,109.68,6610.37,1,2,0,0,1,0
60,48.77,2777.74,0,2,0,0,2,0
28,72.87,1839.04,0,0,0,1,1,0
38,20.07,820.13,0,1,0,1,0,1
25,70.71,1703.1,1,1,0,0,3,0
16,82.33,1276.96,0,1,0,1,2,1
70,41.66,2682.68,1,1,0,1,1,0
12,76.47,1007.52,1,2,0,1,2,0
68,83.36,6038.35,2,0,1,1,1,0
25,87.38,2215.9,0,1,0,0,3,1
48,96.42,4879.87,0,0,0,1,3,1
66,49.45,3444.58,0,0,0,1,0,1
6,75.35,466.27,0,2,0,0,3,1
57,117.14,6241.66,0,0,0,1,1,1
48,108.71,5448.0,2,0,0,1,1,0
52,114.22,6022.14,0,0,0,1,0,1
64,57.0,3811.48,0,1,0,0,0,1
61,97.48,5997.96,0,0,0,1,3,1
16,80.61,1407.47,2,1,0,1,3,0
42,26.36,1135.25,0,1,0,0,1,1
24,101.22,2465.08,0,0,0,1,1,1
2,86.39,184.63,0,1,0,1,1,1
28,38.09,1040.76,1,0,0,1,0,0
31,26.05,777.8,2,1,0,1,0,0
25,102.54,2565.12,0,1,0,1,0,1
15,25.97,396.13,0,0,0,0,2,0
24,27.23,616.99,0,0,0,1,2,0
53,61.17,3360.2,1,0,0,0,0,0
27,31.61,905.08,0,1,0,0,3,0
55,110.28,6159.2,2,0,0,1,2,0
64,65.5,4211.25,0,0,0,0,3,1
40,75.48,2895.2,0,0,0,0,2,0
50,111.74,6044.67,0,2,0,0,1,1
70,71.56,5264.17,2,1,0,1,1,0
28,53.71,1497.95,1,0,0,0,1,0
18,98.51,1829.61,2,0,0,1,3,0
65,62.73,3944.43,0,2,1,0,2,1
40,50.17,1830.13,0,0,0,0,2,1
44,91.05,3768.97,1,2,0,0,3,0
14,98.96,1268.92,0,0,0,0,1,1
2,97.96,196.24,1,0,0,1,3,1
10,116.75,1196.0,0,1,0,0,1,1
52,97.45,4946.23,0,1,0,1,0,1
45,95.76,4335.19,0,2,0,1,2,1
29,104.61,2782.16,1,2,0,0,3,0
56,18.02,1063.6,0,1,0,0,3,0
17,54.61,841.62,2,1,0,1,1,1
50,92.5,4749.34,0,2,0,1,3,1
47,78.57,3643.56,2,1,0,1,1,0
65,35.93,2187.76,0,0,0,0,1,0
7,48.68,342.33,0,0,0,1,2,1
21,52.02,1153.8,2,0,0,0,1,0
5,75.35,370.23,0,2,0,0,1,1
56,101.99,5560.33,1,1,0,0,3,0
35,112.18,3645.54,1,0,0,0,3,0
56,93.76,5349.88,0,2,0,1,1,1
48,103.14,5275.5,1,0,0,0,1,0
44,65.48,2916.47,2,1,1,1,1,0
65,57.37,3479.27,0,2,0,0,0,0
44,57.66,2618.85,1,1,0,0,1,0
19,80.22,1380.95,1,0,0,1,0,0
63,30.55,2054.78,0,1,0,1,3,1
66,76.53,5476.77,0,1,0,1,2,1
2,85.18,173.67,0,1,0,0,2,1
53,62.33,3555.73,1,0,0,0,2,0
63,114.27,6600.78,2,0,0,1,2,0
39,79.43,2929.46,1,1,0,1,3,0
58,40.22,2247.5,0,1,0,0,2,1
54,66.4,3781.49,0,2,0,1,3,1
61,86.22,5242.84,2,1,0,1,3,0
3,50.69,147.46,0,1,0,1,1,1
59,26.04,1431.29,2,2,1,1,1,0
29,76.93,2369.58,2,0,0,1,2,0
1,113.73,102.82,0,0,1,0,1,1
61,66.99,3953.39,0,1,0,1,0,1
48,109.52,4986.52,0,0,0,1,0,1
8,102.34,757.97,1,1,0,1,3,1
30,32.89,921.98,2,2,0,0,1,0
60,89.53,5365.14,1,2,0,1,2,0
47,61.98,2869.98,0,1,0,0,2,1
24,43.27,1042.3,0,2,0,1,0,0
35,87.38,3197.53,2,0,1,1,1,0
7,93.01,702.16,0,1,0,1,0,1
57,36.17,1904.37,1,1,1,1,1,0
44,110.36,4450.55,0,0,0,1,2,1
61,93.87,5520.34,0,0,0,1,0,1
38,112.27,4305.77,0,2,0,1,1,1
57,50.02,2622.98,0,1,0,1,2,0
63,112.87,7417.96,1,1,0,1,1,0
43,55.22,2401.1,0,0,1,1,2,1
28,23.45,689.23,2,1,0,1,3,0
58,95.06,5356.8,1,2,0,1,3,0
70,89.05,6110.2,0,1,0,0,1,1
8,78.39,665.7,0,1,0,1,0,1
5,67.48,321.68,1,2,0,0,1,0
28,21.25,580.89,0,1,0,1,3,1
57,81.08,4171.88,2,1,0,1,0,1
16,60.1,972.24,1,1,0,0,3,0
15,74.58,1197.34,0,1,0,0,3,1
2,61.36,111.13,1,1,0,1,0,1
20,115.57,2364.0,0,0,0,1,0,1
63,79.01,5321.53,0,1,1,0,3,1
35,93.67,3274.47,2,0,0,1,2,0
61,112.57,6609.98,0,0,1,0,0,1
41,77.75,3504.35,1,1,0,1,3,0
41,19.22,719.44,2,0,0,1,0,0
60,21.46,1213.03,0,2,0,1,0,0
12,88.94,1149.51,0,0,0,0,3,1
10,46.19,443.18,0,1,0,1,2,1
53,76.52,4314.99,0,0,1,0,1,0
15,38.43,557.22,0,0,0,1,3,0
7,45.3,336.89,2,1,1,1,2,1
58,68.97,4148.85,2,2,1,1,3,0
56,116.53,6484.6,1,1,0,1,2,0
39,80.24,3143.72,0,2,0,0,1,1
58,112.55,6107.06,2,0,0,0,1,0
1,114.9,106.07,0,0,0,1,0,1
9,39.02,366.42,0,2,0,1,0,1
43,49.43,2273.67,0,1,0,0,1,1
10,95.77,1000.22,0,1,0,0,3,1
1,105.54,114.25,2,0,0,1,1,0
49,70.44,3720.84,1,0,1,0,2,0
11,118.32,1373.93,1,1,1,1,2,1
22,19.17,455.32,1,2,0,1,2,0
17,48.26,765.82,1,0,1,1,1,0
61,80.94,5165.8,0,2,0,1,0,1
61,65.4,4191.8,0,0,0,1,2,0
37,29.78,1025.61,2,1,0,1,2,0
66,55.15,3938.07,0,0,0,1,1,0
37,20.57,686.32,2,1,0,1,2,0
66,82.92,5401.14,0,0,0,1,1,1
60,108.17,5869.06,0,0,0,0,0,1
0,107.37,0.0,0,2,0,1,2,1
44,88.65,3832.07,2,1,1,0,2,0
27,65.04,1799.3,0,1,1,0,2,1
20,69.72,1468.71,1,0,0,0,1,0
12,31.83,402.48,0,2,0,0,1,0
26,52.44,1424.04,1,1,0,1,3,0
6,36.96,204.1,0,2,0,0,0,1
21,100.94,2084.74,0,0,0,0,3,1
52,110.39,6103.01,0,0,0,1,3,0
3,72.23,223.38,0,2,1,1,3,1
22,91.5,2085.88,0,1,0,0,1,1
69,30.27,1974.56,1,2,0,1,2,0
32,79.46,2453.76,0,0,0,0,2,0
27,88.98,2621.47,0,1,0,0,1,1
7,63.73,477.06,0,2,0,0,3,1
0,42.57,0.0,0,1,0,1,0,1
36,106.61,3872.27,0,1,0,1,1,1
62,93.03,5756.91,0,0,0,0,3,0
21,108.89,2260.92,0,0,0,0,1,1
69,100.66,6904.72,0,0,0,0,2,1
20,118.03,2428.06,1,1,0,1,2,1
34,37.41,1390.78,1,2,0,1,2,0
4,26.76,115.07,0,1,1,1,3,1
59,52.04,3300.71,0,1,0,1,1,1
45,31.03,1453.15,0,2,0,1,3,0
49,70.84,3136.25,0,0,0,0,1,1
47,81.94,3805.32,0,2,0,0,0,1
5,76.41,382.9,1,2,0,0,2,0
55,44.18,2596.34,0,0,0,1,0,0
58,109.79,6906.34,2,0,0,1,2,0
28,20.14,558.46,0,0,0,1,0,1
70,53.15,3572.02,2,1,0,0,3,0
17,90.62,1490.43,1,0,0,0,2,0
1,95.46,96.96,0,1,0,0,3,1
7,60.03,401.3,0,1,1,1,3,1
53,19.71,1130.44,1,2,0,1,1,0
37,80.42,2927.13,2,2,0,1,2,0
47,24.37,1257.65,0,2,0,1,0,0
26,28.89,692.48,0,0,0,0,0,1
19,83.68,1490.67,0,0,0,0,2,1
11,49.56,546.42,0,0,0,0,1,0
42,53.15,2396.73,2,1,0,0,2,0
60,67.17,3912.48,1,1,0,1,3,0
30,116.84,3741.78,0,2,0,1,1,1
60,115.51,6827.27,0,2,0,0,3,1
66,60.04,4242.4,0,0,0,0,2,0
34,44.82,1456.05,2,2,1,1,1,0
14,48.56,676.02,2,0,1,1,2,0
15,45.15,647.28,0,0,0,1,2,0
12,71.76,812.07,0,2,0,0,1,1
34,79.29,2653.34,2,2,0,1,1,0
58,67.37,3778.28,0,0,0,0,2,0
20,59.21,1252.21,0,2,0,1,0,0
53,39.34,2188.29,0,2,0,0,1,0
29,66.73,1880.43,0,0,0,0,0,1
47,52.45,2707.86,0,0,0,0,0,1
34,72.7,2706.05,2,1,0,0,0,0
37,86.19,3455.53,1,2,0,0,0,0
30,81.96,2501.34,0,1,0,1,3,1
23,64.71,1462.23,0,0,0,0,2,0
48,74.16,3426.56,1,1,1,1,1,0
31,46.77,1309.24,0,1,0,1,2,1
54,20.45,1133.41,0,1,0,0,2,1
57,81.13,4673.58,0,0,0,1,2,1
2,43.51,89.28,1,2,1,1,2,0
68,85.56,5906.46,0,1,0,0,2,1
9,93.45,780.11,0,2,0,1,1,1
24,110.51,2755.88,0,2,1,1,2,1
67,114.77,7474.95,0,2,0,1,2,1
60,19.06,1147.33,2,2,0,0,2,0
28,118.03,3216.04,1,2,0,1,3,0
18,86.98,1415.96,0,1,0,1,0,1
42,83.0,3748.53,0,1,0,0,3,1
65,19.54,1180.87,1,1,0,1,2,0
60,104.98,6402.32,0,1,0,1,3,1
42,32.69,1478.19,2,0,1,1,1,0
24,102.57,2324.48,0,1,0,0,1,1
19,19.57,365.29,0,0,0,0,1,0
47,83.24,3816.61,2,0,0,0,0,0
23,61.91,1306.95,0,0,0,0,1,1
10,38.28,376.94,0,2,0,1,0,1
54,28.86,1552.04,1,1,0,1,1,0
27,62.45,1526.5,2,0,0,1,3,0
68,30.45,2065.69,1,1,1,1,3,0
62,67.13,3823.96,1,0,0,0,3,0
58,81.15,5076.14,0,2,0,1,3,1
4,101.57,418.48,0,0,0,1,0,1
50,86.54,3943.13,0,0,0,1,1,0
20,24.59,523.97,1,2,0,1,2,0
11,49.05,524.62,0,1,0,1,3,1
49,47.09,2180.79,0,2,0,1,1,0
3,110.42,314.96,2,1,0,1,1,1
41,105.65,4416.31,0,1,0,1,1,1
37,55.38,1877.58,0,1,0,1,2,1
24,25.19,551.21,0,0,0,0,3,0
13,108.3,1443.81,0,0,0,1,0,1
31,107.71,3660.83,0,0,0,0,0,1
10,104.33,1039.84,0,2,0,1,2,1
60,103.35,6093.45,0,1,0,1,2,1
17,66.51,1231.8,0,0,0,1,0,0
26,35.92,885.54,0,0,1,0,0,0
54,66.23,3390.83,0,2,0,0,3,1
53,67.95,3893.14,0,0,0,1,0,1
20,67.48,1389.26,0,1,0,0,0,1
43,72.42,2836.15,0,1,0,1,0,1
4,44.02,182.21,2,1,0,1,2,1
40,54.99,2340.39,2,0,0,1,0,0
58,61.85,3425.12,0,2,0,1,0,1
53,31.24,1616.94,0,1,0,0,3,1
21,63.99,1262.54,0,0,0,1,1,1
64,99.86,6561.48,1,0,0,1,2,0
63,101.63,6612.95,2,1,0,1,2,0
70,59.57,3810.07,0,0,0,1,3,0
3,70.4,218.71,1,2,0,0,0,0
64,21.4,1413.0,2,0,1,1,1,0
14,86.12,1093.58,0,2,0,1,3,1
21,58.87,1249.96,0,1,0,1,1,1
46,62.99,2963.57,0,0,0,1,0,1
45,106.24,4714.02,0,0,0,1,1,0
13,64.65,907.91,0,1,0,1,3,1
49,20.14,952.98,1,1,0,1,0,0
19,40.98,711.22,0,2,1,0,2,0
49,66.04,3347.18,0,1,0,1,1,1
32,60.86,1988.5,2,1,0,0,0,0
58,104.9,6679.31,0,0,0,1,0,1
42,72.76,2891.7,0,2,0,0,3,0
11,87.65,944.0,0,2,0,0,0,1
39,65.4,2530.8,0,1,0,1,3,1
19,62.41,1271.52,0,0,0,0,2,0
37,63.07,2293.72,2,1,0,1,1,0
2,59.5,125.48,0,2,0,1,2,1
27,72.4,1820.68,1,1,0,0,3,0
55,43.29,2337.99,0,1,0,1,2,1
12,108.0,1206.57,2,2,0,1,1,0
65,51.64,3658.48,1,0,0,0,2,0
36,32.9,1108.07,2,1,0,1,0,0
48,27.75,1310.44,0,0,0,0,1,1
65,19.36,1153.26,2,0,0,0,2,0
35,60.71,2303.93,2,2,0,1,1,0
53,36.95,2006.85,1,1,0,1,2,0
25,20.19,551.43,0,2,0,0,0,0
71,70.52,4548.56,0,1,0,0,3,1
39,86.68,3160.77,0,2,1,1,2,1
42,26.66,1092.86,0,1,0,1,1,1
21,64.55,1388.45,1,0,0,0,2,0
19,93.11,1708.77,1,2,0,1,3,0
7,117.57,857.86,0,0,0,1,0,1
28,85.39,2230.79,0,1,0,0,0,1
39,42.73,1700.01,0,1,1,1,3,1
29,90.37,2567.25,0,0,1,0,0,1
54,78.39,4240.04,0,0,0,0,2,1
15,39.39,599.08,1,1,0,0,1,0
45,103.96,4266.42,0,0,1,0,2,1
61,61.17,4047.81,1,1,0,1,3,0
6,115.16,730.5,0,1,1,1,2,1
44,91.01,3958.35,2,1,0,1,2,0
58,83.1,4865.56,0,1,0,1,3,1
55,91.56,4564.99,0,2,1,0,1,1
47,66.29,3114.35,0,0,0,0,0,1
26,69.03,1768.33,0,1,0,1,3,1
52,103.97,5270.72,0,0,0,0,0,1
34,86.77,3136.25,1,1,1,1,0,1
50,108.62,5085.51,0,1,0,1,3,1
36,107.97,3635.29,0,0,1,0,1,1
56,116.63,6559.6,1,0,0,0,3,0
7,88.72,644.28,0,1,1,0,3,1
19,68.73,1181.14,0,0,0,0,2,0
52,34.8,1826.19,2,0,0,0,2,0
11,89.24,942.12,0,2,0,1,3,1
48,47.45,2394.61,1,0,0,1,2,0
16,46.58,740.64,1,1,1,1,1,0
63,42.07,2827.5,2,0,0,0,2,0
41,106.39,4272.11,1,2,0,1,1,0
28,105.66,3152.02,0,0,0,0,0,1
18,81.73,1534.84,0,1,0,1,0,1
10,65.77,700.88,2,1,0,1,1,1
49,85.88,4471.06,0,2,0,0,0,1
70,79.33,5537.96,1,2,0,0,1,0
57,59.99,3329.22,2,0,0,1,3,0
33,56.34,1957.81,1,2,0,0,2,0
19,56.66,1046.73,0,1,1,0,0,1
49,77.5,3485.65,0,2,1,1,0,0
9,83.41,804.57,0,2,0,0,3,1
31,63.63,1931.97,0,1,1,0,2,1
51,115.84,5473.74,2,1,0,0,2,0
14,26.47,381.44,1,1,0,1,1,0
2,53.05,114.37,1,1,0,0,0,0
36,60.33,2328.67,0,0,0,1,2,0
39,19.71,777.06,0,0,0,1,0,0
71,54.86,3574.16,0,0,0,0,0,0
39,45.64,1849.95,0,2,0,1,0,1
55,69.11,3883.78,0,0,0,1,0,1
22,51.98,1077.27,0,0,0,0,1,0
10,91.34,986.57,0,0,0,1,2,1
63,69.5,4016.54,0,1,0,1,0,1
7,31.11,212.24,2,2,0,1,2,0
55,93.76,4738.62,0,1,0,1,3,1
59,28.02,1789.38,1,0,0,1,3,0
9,102.74,838.74,0,2,0,0,2,1
38,112.07,4195.43,0,0,1,1,1,1
27,50.57,1464.18,0,2,0,0,1,0
48,111.54,5087.7,1,0,1,0,3,0
35,98.09,3161.94,0,1,0,1,0,1
12,111.17,1234.52,0,0,1,0,3,1
35,85.29,2928.39,2,2,0,1,0,0
25,41.8,1030.07,0,0,0,1,3,0
3,108.35,339.23,0,0,0,1,3,1
63,36.61,2185.54,0,2,0,0,1,1
37,39.52,1521.27,0,0,0,1,2,0
21,45.38,1048.08,1,2,0,0,2,0
1,48.73,52.28,1,1,0,0,3,0
30,69.96,2155.71,0,1,0,1,1,1
10,90.06,979.84,0,1,0,1,0,1
45,111.55,5512.8,2,2,0,0,3,0
61,26.93,1665.82,0,2,0,0,0,0
68,114.39,7426.36,2,1,1,0,0,1
63,111.05,7576.81,0,0,0,1,1,1
9,23.45,225.58,1,0,1,0,1,0
39,54.39,1944.98,2,0,0,0,2,0
23,100.13,2503.98,1,1,1,0,1,1
43,79.77,3338.33,0,2,0,1,3,0
59,96.69,5501.72,1,1,0,1,3,1
61,90.62,5354.54,0,2,0,1,0,1
16,68.17,1051.46,1,1,0,0,2,0
64,22.16,1422.79,0,0,0,1,0,0
56,77.01,4381.37,1,1,0,1,0,0
54,22.91,1218.74,0,2,0,1,2,0
52,78.98,4035.15,0,1,0,0,0,1
55,98.84,5694.22,1,0,0,1,2,0
8,77.08,555.35,0,1,1,1,0,1
21,118.7,2715.49,2,1,0,0,0,1
12,64.04,801.44,2,0,0,1,2,0
47,93.63,4583.02,2,1,0,0,3,1
17,85.39,1428.97,1,0,0,0,0,0
39,118.13,5036.25,0,2,1,1,0,1
16,90.04,1296.67,0,0,0,1,3,1
14,34.57,442.99,0,1,0,1,2,1
14,114.51,1700.63,0,2,0,1,2,1
62,85.45,5550.82,0,1,0,1,3,1
38,23.99,869.93,1,2,0,1,2,0
12,84.41,1032.12,0,1,0,1,1,1
31,107.2,3344.5,0,2,0,1,0,1
8,76.28,613.55,1,0,0,0,2,0
39,53.76,2136.71,0,0,0,1,3,1
19,100.91,2106.62,0,1,0,0,0,1
62,97.03,6602.22,0,2,0,0,3,1
43,72.96,3439.51,1,1,0,0,2,0
37,33.59,1254.93,1,0,0,1,3,0
59,43.35,2464.6,1,0,0,1,3,0
70,92.59,6559.22,0,0,0,1,0,1
47,99.41,4786.92,1,1,0,0,0,0
17,46.21,755.94,1,0,1,0,2,0
15,55.17,849.53,0,1,0,1,3,1
54,25.84,1429.41,0,0,0,0,3,0
38,90.06,3698.44,1,1,0,1,2,1
67,18.36,1165.56,0,2,0,1,3,0
58,22.7,1368.63,1,1,0,1,3,0
61,18.44,1113.76,0,0,1,1,3,1
12,83.18,924.28,0,0,0,0,3,1
5,60.16,289.74,0,1,0,1,1,1
59,48.05,2583.93,0,1,0,0,2,1
13,110.18,1380.58,0,1,1,0,2,1
53,37.47,1814.73,2,2,0,1,3,0
3,57.33,186.62,2,2,0,0,2,0
38,112.97,3950.93,1,0,0,0,1,0
71,61.14,4616.45,1,0,0,0,3,0
24,74.02,1920.78,0,1,0,1,0,1
31,26.11,804.18,1,1,1,0,1,0
58,97.81,5166.87,0,1,0,0,0,1
62,60.7,3835.5,0,1,1,0,2,1
37,98.85,3463.44,0,0,1,1,2,1
52,43.63,2122.04,0,2,1,1,2,1
66,60.67,4057.69,0,1,0,1,3,1
27,97.44,2555.31,0,2,0,1,1,1
2,116.36,243.44,0,1,0,1,1,1
21,24.02,513.63,1,1,1,1,3,0
37,100.06,3946.08,0,0,0,0,3,1
71,48.37,3130.95,0,1,0,1,2,1
71,73.63,4950.58,2,0,0,1,1,0
61,47.3,2923.96,0,1,0,1,2,1
56,79.96,4818.45,2,0,0,1,1,0
5,53.73,285.49,1,0,0,1,3,0
31,51.7,1660.25,0,0,0,1,2,0
9,21.83,199.38,0,0,0,1,1,1
2,32.84,67.41,0,0,0,1,3,1
58,110.62,6048.46,0,2,0,1,0,1
48,118.83,5812.43,0,1,0,1,2,1
58,96.83,5609.13,0,1,0,1,1,1
30,46.97,1376.53,0,0,0,1,1,1
68,58.65,4297.47,1,1,1,0,2,0
61,92.69,6026.6,0,0,0,0,1,1
51,115.82,5406.79,1,0,0,1,0,0
40,64.0,2808.69,0,0,0,1,0,0
30,101.78,2888.51,2,1,0,1,1,1
21,116.48,2306.82,0,0,0,1,2,0
3,106.22,346.95,1,2,0,1,1,1
12,40.94,485.86,0,1,0,0,1,1
44,18.81,878.19,1,2,0,1,0,0
41,67.7,2658.12,0,2,1,0,3,0
48,71.67,3696.91,0,1,0,1,3,1
19,38.33,776.67,0,2,0,1,1,1
53,46.75,2487.4,0,0,0,1,2,0
35,95.28,3471.56,0,2,0,0,0,1
0,65.51,0.0,0,0,0,0,3,1
14,50.05,693.98,0,1,0,1,1,1
16,80.89,1292.74,0,1,0,0,2,1
23,83.93,2016.41,1,2,0,1,0,0
57,95.71,5331.55,2,2,0,1,3,0
71,33.83,2623.5,0,0,0,1,3,1
22,92.89,1855.75,1,1,0,0,3,0
45,78.54,3466.0,0,2,0,1,2,0
71,23.81,1762.81,0,1,0,1,2,1
7,96.52,666.1,0,0,0,1,2,1
58,56.69,3129.7,0,1,0,0,1,1
58,51.37,2927.89,2,2,0,0,0,0
12,63.26,817.04,0,1,1,1,1,1
38,52.96,2031.4,1,1,1,0,0,0
27,52.17,1362.14,0,1,0,1,2,1
60,99.62,6182.25,0,1,0,1,3,1
15,30.58,468.96,0,2,0,1,2,0
1,116.03,117.43,1,1,0,0,1,1
16,74.05,1159.01,0,1,1,0,2,1
29,36.48,967.4,0,2,0,1,2,0
12,31.25,384.05,0,0,0,1,2,0
12,77.74,917.91,2,2,0,0,3,0
42,81.93,3392.03,0,1,0,1,0,1
20,23.36,442.35,1,2,1,1,0,0
54,42.54,2182.04,0,0,1,1,1,1
39,98.34,4055.76,0,1,0,0,0,1
14,23.01,320.81,2,2,0,1,2,0
51,104.36,4906.47,1,1,0,1,3,0
52,84.47,3993.48,0,0,0,1,2,1
51,61.88,2982.13,0,0,1,0,2,1
29,52.99,1532.85,0,1,0,0,1,1
32,19.94,653.04,1,1,0,0,2,0
56,101.35,5271.13,0,1,0,1,2,1
51,32.41,1631.04,1,1,0,0,1,0
8,49.26,360.39,0,2,0,1,0,1
53,75.48,3630.58,0,1,0,1,0,1
0,42.85,0.0,2,0,0,0,0,0
43,68.21,3025.91,2,0,0,0,1,0
8,99.74,842.78,0,1,0,1,1,1
31,65.52,1901.89,2,1,0,1,3,0
14,113.85,1537.21,1,1,0,1,3,0
11,103.6,1126.79,1,2,1,1,2,0
56,51.64,2983.24,2,1,1,0,2,0
7,58.4,411.65,0,2,0,1,1,1
71,60.76,4358.36,1,2,0,1,1,0
26,81.24,1967.32,2,0,0,0,3,0
61,46.97,2850.72,0,2,0,0,2,0
11,115.89,1357.34,0,1,1,1,2,1
64,79.48,5096.34,0,1,0,1,2,1
41,58.34,2248.3,2,1,0,0,0,1
61,83.15,4984.3,1,2,0,0,3,0
10,57.94,608.93,0,2,0,0,0,1
42,100.6,3916.75,0,1,1,1,2,1
16,75.35,1225.0,0,0,0,1,1,0
31,22.24,753.6,0,1,0,1,3,1
39,35.85,1364.68,0,0,0,1,0,0
22,105.36,2106.36,0,1,0,1,2,1
55,74.85,4226.34,2,2,0,1,0,0
5,113.98,518.28,0,1,0,1,1,1
49,25.31,1163.7,2,0,0,0,3,0
36,47.82,1566.03,0,1,1,1,1,1
63,37.55,2209.82,2,0,0,0,1,0
53,73.94,4197.0,0,0,0,1,3,0
71,56.66,4211.81,1,1,0,0,2,0
48,33.88,1574.8,0,2,0,1,2,0
10,82.92,895.06,0,1,1,1,0,1
48,72.17,3578.6,0,1,0,0,2,1
20,45.75,905.44,0,1,1,0,2,1
65,66.46,3946.95,1,0,0,1,2,0
62,93.32,6052.82,0,2,1,1,0,1
27,38.73,1019.68,2,1,0,1,3,0
16,47.58,731.26,0,2,0,1,2,0
5,52.96,253.59,2,2,0,1,1,0
18,93.42,1516.0,0,1,0,1,2,1
55,103.54,5971.06,0,2,0,1,2,0
27,56.02,1405.24,0,2,0,0,3,0
65,47.96,3130.27,2,1,0,1,1,0
37,107.83,3603.57,0,0,1,0,0,1
36,118.94,4391.36,0,1,0,0,2,1
67,85.71,5592.68,0,0,1,1,2,1
48,117.99,5811.62,0,1,0,1,2,1
42,84.66,3264.08,1,0,0,1,2,0
35,92.08,3072.19,0,1,0,1,1,1
57,57.25,3008.92,1,2,1,0,3,0
12,61.73,762.4,1,0,0,1,3,0
51,32.56,1530.56,2,1,0,0,2,0
57,101.1,5897.66,0,0,0,1,0,1
31,112.04,3219.48,0,1,0,1,1,1
59,80.97,5200.83,2,1,1,1,1,1
57,52.71,2954.22,0,0,0,0,0,0
55,33.56,1707.95,0,1,0,1,2,1
